time;msg_out;bytes_out
1575976187.963372;256;1843200
1575976188.965446;249;1792800
1575976189.972632;245;1764000
1575976190.977659;292;2102400
1575976191.994962;270;1944000
1575976192.994925;280;2016000
1575976193.996772;282;2030400
1575976194.997776;272;1958400
1575976195.998706;265;1908000
1575976197.001781;267;1922400
1575976198.007062;280;2016000
1575976199.007796;274;1972800
1575976200.037163;180;1296000
1575976201.043759;284;2044800
1575976202.043788;275;1980000
1575976203.058979;289;2080800
1575976204.066832;278;2001600
1575976205.067885;278;2001600
1575976206.067882;273;1965600
1575976207.073549;292;2102400
1575976208.074896;280;2016000
1575976209.077571;282;2030400
1575976210.083874;226;1627200
1575976211.084036;264;1900800
1575976212.090003;265;1908000
1575976213.090131;264;1900800
1575976214.092917;281;2023200
1575976215.113011;273;1965600
1575976216.119934;304;2188800
1575976217.132615;278;2001600
1575976218.137624;278;2001600
1575976219.147994;313;2253600
1575976220.166589;263;1893600
1575976221.216028;270;1944000
1575976222.232234;255;1836000
1575976223.236159;259;1864800
1575976224.236178;360;2592000
1575976225.239035;336;2419200
1575976226.245715;262;1886400
1575976227.274293;266;1915200
1575976228.285230;279;2008800
1575976229.297397;320;2304000
1575976230.315508;290;2088000
1575976231.326215;31;223200
1575976232.330343;556;4003200
1575976233.337401;424;3052800
1575976234.340166;531;3823200
1575976235.362323;217;1562400
1575976236.362583;306;2203200
1575976237.409128;113;813600
1575976238.409165;500;3600000
1575976239.412443;237;1706400
1575976240.413204;265;1908000
1575976241.418281;208;1497600
1575976242.424645;277;1994400
1575976243.425444;335;2412000
1575976244.425417;391;2815200
1575976245.427275;463;3333600
1575976246.437456;529;3808800
1575976247.437435;592;4262400
1575976248.441580;653;4701600
1575976249.445526;761;5479200
1575976250.445506;846;6091200
1575976251.446527;901;6487200
1575976252.451528;580;4176000
1575976253.451502;469;3376800
1575976254.457629;559;4024800
1575976255.459490;533;3837600
1575976256.467466;559;4024800
1575976257.469492;573;4125600
1575976258.529224;495;3564000
1575976259.533357;698;5025600
1575976260.534127;652;4694400
1575976261.542767;641;4615200
1575976262.548724;657;4730400
1575976263.549164;621;4471200
1575976264.553940;837;6026400
1575976265.555085;516;3715200
1575976266.557876;441;3175200
1575976267.564970;397;2858400
1575976268.568114;433;3117600
1575976269.568203;572;4118400
1575976270.571330;652;4694400
1575976271.572413;783;5637600
1575976272.572451;884;6364800
1575976273.573503;992;7142400
1575976274.575672;785;5652000
1575976275.584822;488;3513600
1575976276.589401;655;4716000
1575976277.600353;511;3679200
1575976278.612524;501;3607200
1575976279.621757;511;3679200
1575976280.635806;535;3852000
1575976281.638710;275;1980000
1575976282.648659;424;3052800
1575976283.653530;452;3254400
1575976284.654807;434;3124800
1575976285.662160;378;2721600
1575976286.665993;445;3204000
1575976287.669893;412;2966400
1575976288.675145;379;2728800
1575976289.678296;466;3355200
1575976290.678317;459;3304800
1575976291.683161;470;3384000
1575976292.696416;489;3520800
1575976293.699551;446;3211200
1575976294.699590;482;3470400
1575976295.702429;535;3852000
1575976296.702524;599;4312800
1575976297.702907;713;5133600
1575976298.702710;858;6177600
1575976299.706928;930;6696000
1575976300.710868;978;7041600
1575976301.712763;1004;7228800
1575976302.717427;1038;7473600
1575976303.718782;1038;7473600
1575976304.719005;1023;7365600
1575976305.720087;1029;7408800
1575976306.721295;871;6271200
1575976307.721560;897;6458400
1575976308.723254;1074;7732800
1575976309.724634;1088;7833600
1575976310.727715;1071;7711200
1575976311.731220;1066;7675200
1575976312.732415;1061;7639200
1575976313.736284;1033;7437600
1575976314.736322;1055;7596000
1575976315.736796;1058;7617600
1575976316.737536;1026;7387200
1575976317.737593;1024;7372800
1575976318.746977;1000;7200000
1575976319.748082;982;7070400
1575976320.748134;986;7099200
1575976321.757097;965;6948000
1575976322.757868;972;6998400
1575976323.763672;805;5796000
1575976324.764281;994;7156800
1575976325.770345;1006;7243200
1575976326.770971;851;6127200
1575976327.770992;1014;7300800
1575976328.774237;1027;7394400
1575976329.783702;1040;7488000
1575976330.788263;1056;7603200
1575976331.788311;1038;7473600
1575976332.796526;1031;7423200
1575976333.798474;1019;7336800
1575976334.802672;923;6645600
1575976335.810438;789;5680800
1575976336.815746;953;6861600
1575976337.819628;947;6818400
1575976338.821737;905;6516000
1575976339.821643;957;6890400
1575976340.831650;921;6631200
1575976341.833833;899;6472800
1575976342.834753;791;5695200
1575976343.834940;914;6580800
1575976344.836833;945;6804000
1575976345.840991;927;6674400
1575976346.845788;924;6652800
1575976347.846983;942;6782400
1575976348.847054;993;7149600
1575976349.855022;942;6782400
1575976350.862338;935;6732000
1575976351.862399;853;6141600
1575976352.870443;606;4363200
1575976353.878776;844;6076800
1575976354.882292;924;6652800
1575976355.891323;968;6969600
1575976356.891358;944;6796800
1575976357.895509;948;6825600
1575976358.902668;902;6494400
1575976359.906567;876;6307200
1575976360.912404;908;6537600
1575976361.917450;940;6768000
1575976362.917733;977;7034400
1575976363.918534;895;6444000
1575976364.919181;1051;7567200
1575976365.920406;1051;7567200
1575976366.920707;996;7171200
1575976367.926552;1008;7257600
1575976368.929950;1027;7394400
1575976369.940546;1105;7956000
1575976370.949870;1130;8136000
1575976371.956312;1112;8006400
1575976372.962219;945;6804000
1575976373.962088;1051;7567200
1575976374.965254;917;6602400
1575976375.967455;897;6458400
1575976376.975619;835;6012000
1575976377.979262;856;6163200
1575976378.981364;741;5335200
1575976380.025211;610;4392000
1575976381.025375;851;6127200
1575976382.026525;799;5752800
1575976383.033609;751;5407200
1575976384.034783;673;4845600
1575976385.036827;793;5709600
1575976386.037272;838;6033600
1575976387.045361;861;6199200
1575976388.049148;917;6602400
1575976389.050256;933;6717600
1575976390.051612;902;6494400
1575976391.053598;931;6703200
1575976392.057864;964;6940800
1575976393.059613;985;7092000
1575976394.066052;952;6854400
1575976395.072948;1003;7221600
1575976396.074923;1011;7279200
1575976397.074762;996;7171200
1575976398.078990;990;7128000
1575976399.085166;980;7056000
1575976400.088968;983;7077600
1575976401.090027;967;6962400
1575976402.094110;698;5025600
1575976403.096493;876;6307200
1575976404.102127;961;6919200
1575976405.102188;980;7056000
1575976406.105397;949;6832800
1575976407.105449;917;6602400
1575976408.118088;905;6516000
1575976409.125408;840;6048000
1575976410.130507;849;6112800
1575976411.140680;818;5889600
1575976412.141594;848;6105600
1575976413.161357;738;5313600
1575976414.161725;698;5025600
1575976415.168781;834;6004800
1575976416.170258;796;5731200
1575976417.175806;817;5882400
1575976418.184583;826;5947200
1575976419.190723;801;5767200
1575976420.194927;807;5810400
1575976421.195719;765;5508000
1575976422.207242;781;5623200
1575976423.208870;700;5040000
1575976424.208929;641;4615200
1575976425.208974;768;5529600
1575976426.211472;778;5601600
1575976427.214460;752;5414400
1575976428.219099;772;5558400
1575976429.220176;746;5371200
1575976430.222735;756;5443200
1575976431.225501;751;5407200
1575976432.225746;748;5385600
1575976433.235460;641;4615200
1575976434.241420;650;4680000
1575976435.252405;711;5119200
1575976436.254267;736;5299200
1575976437.263471;715;5148000
1575976438.270339;727;5234400
1575976439.271399;704;5068800
1575976440.273473;730;5256000
1575976441.276490;707;5090400
1575976442.278548;693;4989600
1575976443.323734;628;4521600
1575976444.324690;626;4507200
1575976445.325575;691;4975200
1575976446.330697;698;5025600
1575976447.333686;696;5011200
1575976448.335007;694;4996800
1575976449.343741;700;5040000
1575976450.344976;704;5068800
1575976451.356112;693;4989600
1575976452.358001;694;4996800
1575976453.361018;687;4946400
1575976454.434934;620;4464000
1575976455.436025;658;4737600
1575976456.438205;723;5205600
1575976457.440685;676;4867200
1575976458.442301;712;5126400
1575976459.442965;701;5047200
1575976460.443410;714;5140800
1575976461.444473;710;5112000
1575976462.449342;713;5133600
1575976463.453415;678;4881600
1575976464.459820;627;4514400
1575976465.462388;539;3880800
1575976466.462469;696;5011200
1575976467.463616;681;4903200
1575976468.463844;687;4946400
1575976469.464678;691;4975200
1575976470.466588;675;4860000
1575976471.471665;672;4838400
1575976472.473825;670;4824000
1575976473.475164;648;4665600
1575976474.475175;623;4485600
1575976475.480133;511;3679200
1575976476.481031;655;4716000
1575976477.481978;685;4932000
1575976478.481982;677;4874400
1575976479.489197;727;5234400
1575976480.494300;748;5385600
1575976481.499257;754;5428800
1575976482.503819;747;5378400
1575976483.511410;754;5428800
1575976484.520152;727;5234400
1575976485.523260;696;5011200
1575976486.526510;731;5263200
1575976487.527245;704;5068800
1575976488.533372;754;5428800
1575976489.533476;742;5342400
1575976490.535374;680;4896000
1575976491.539423;684;4924800
1575976492.544507;673;4845600
1575976493.545471;629;4528800
1575976494.545662;724;5212800
1575976495.548602;688;4953600
1575976496.556616;758;5457600
1575976497.557788;798;5745600
1575976498.558100;815;5868000
1575976499.560786;797;5738400
1575976500.562672;777;5594400
1575976501.564750;800;5760000
1575976502.565792;803;5781600
1575976503.565921;649;4672800
1575976504.576190;865;6228000
1575976505.583001;853;6141600
1575976506.597135;881;6343200
1575976507.607317;851;6127200
1575976508.616105;841;6055200
1575976509.623050;865;6228000
1575976510.630702;884;6364800
1575976511.634045;871;6271200
1575976512.636669;776;5587200
1575976513.640271;735;5292000
1575976514.640290;675;4860000
1575976515.648401;871;6271200
1575976516.648650;775;5580000
1575976517.649325;810;5832000
1575976518.649409;575;4140000
1575976519.649427;541;3895200
1575976520.649501;562;4046400
1575976521.650649;564;4060800
1575976522.664469;602;4334400
1575976523.664563;677;4874400
1575976524.665829;619;4456800
1575976525.670661;488;3513600
1575976526.677499;465;3348000
1575976527.677846;562;4046400
1575976528.678767;524;3772800
1575976529.686598;494;3556800
1575976530.688835;482;3470400
1575976531.692644;393;2829600
1575976532.693832;238;1713600
1575976533.694840;267;1922400
1575976534.703992;370;2664000
1575976535.704999;403;2901600
1575976536.706606;593;4269600
1575976537.709073;629;4528800
1575976538.713091;744;5356800
1575976539.715172;782;5630400
1575976540.716165;567;4082400
1575976541.720492;626;4507200
1575976542.722451;418;3009600
1575976543.806731;454;3268800
1575976544.814366;454;3268800
1575976545.815361;518;3729600
1575976546.815505;426;3067200
1575976547.824669;458;3297600
1575976548.841747;499;3592800
1575976549.845028;498;3585600
1575976550.849786;521;3751200
1575976551.860448;523;3765600
1575976552.867743;536;3859200
1575976553.874722;577;4154400
1575976554.886820;463;3333600
1575976555.891621;540;3888000
1575976556.901198;534;3844800
1575976557.910995;619;4456800
1575976558.912338;630;4536000
1575976559.917592;657;4730400
1575976560.919017;738;5313600
1575976561.919888;623;4485600
1575976562.920841;703;5061600
1575976563.921750;876;6307200
1575976564.923320;831;5983200
1575976565.925088;978;7041600
1575976566.925629;1010;7272000
1575976567.926316;1074;7732800
1575976568.929346;957;6890400
1575976569.937144;427;3074400
1575976570.942086;578;4161600
1575976571.943199;818;5889600
1575976572.943468;969;6976800
1575976573.944508;1031;7423200
1575976574.944545;1095;7884000
1575976575.945493;1018;7329600
1575976576.953678;1187;8546400
1575976577.958838;1186;8539200
1575976578.958715;1214;8740800
1575976579.958741;1212;8726400
1575976580.959909;1221;8791200
1575976581.960609;1088;7833600
1575976582.966848;1097;7898400
1575976583.967783;1022;7358400
1575976584.970929;1199;8632800
1575976585.970827;1011;7279200
1575976586.971190;1203;8661600
1575976587.971929;1164;8380800
1575976588.973107;1224;8812800
1575976589.974029;1088;7833600
1575976590.977163;1079;7768800
1575976591.983065;993;7149600
1575976592.983153;1002;7214400
1575976593.988344;1108;7977600
1575976594.996687;1181;8503200
1575976596.001048;1052;7574400
1575976597.001132;1089;7840800
1575976598.005321;1011;7279200
1575976599.006202;1009;7264800
1575976600.007562;943;6789600
1575976601.008345;948;6825600
1575976602.014288;883;6357600
1575976603.017405;800;5760000
1575976604.018348;672;4838400
1575976605.019491;823;5925600
1575976606.022121;784;5644800
1575976607.025630;752;5414400
1575976608.030837;694;4996800
1575976609.030627;611;4399200
1575976610.030788;730;5256000
1575976611.032816;686;4939200
1575976612.037545;682;4910400
1575976613.084664;672;4838400
1575976614.085805;656;4723200
1575976615.087791;690;4968000
1575976616.090835;799;5752800
1575976617.091988;679;4888800
1575976618.150537;621;4471200
1575976619.155001;649;4672800
1575976620.155959;670;4824000
1575976621.159971;555;3996000
1575976622.161099;558;4017600
1575976623.161194;530;3816000
1575976624.165795;584;4204800
1575976625.171074;580;4176000
1575976626.173310;567;4082400
1575976627.174657;625;4500000
1575976628.184289;550;3960000
1575976629.188215;433;3117600
1575976630.193296;444;3196800
1575976631.216862;234;1684800
1575976632.223966;63;453600
1575976633.232546;704;5068800
1575976634.294814;107;770400
1575976635.298334;324;2332800
1575976636.298433;430;3096000
1575976637.300471;458;3297600
1575976638.310256;409;2944800
1575976639.311943;342;2462400
1575976640.324887;477;3434400
1575976641.331100;450;3240000
1575976642.337024;448;3225600
1575976643.341767;358;2577600
1575976644.344862;405;2916000
1575976645.348671;445;3204000
1575976646.348920;317;2282400
1575976647.351021;415;2988000
1575976648.358927;372;2678400
1575976649.359952;328;2361600
1575976650.361270;330;2376000
1575976651.367122;433;3117600
1575976652.367225;445;3204000
1575976653.367345;437;3146400
1575976654.445865;457;3290400
1575976655.459571;446;3211200
1575976656.459552;443;3189600
1575976657.465732;368;2649600
1575976658.477947;366;2635200
1575976659.487463;376;2707200
1575976660.493797;295;2124000
1575976661.504893;359;2584800
1575976662.569519;318;2289600
1575976663.571032;415;2988000
1575976664.596647;371;2671200
1575976665.634720;299;2152800
1575976666.691849;67;482400
1575976667.695003;703;5061600
1575976668.702161;406;2923200
1575976669.706806;377;2714400
1575976670.706843;413;2973600
1575976671.716971;424;3052800
1575976672.759335;346;2491200
1575976673.760299;351;2527200
1575976674.764971;445;3204000
1575976675.772154;377;2714400
1575976676.796736;26;187200
1575976677.802583;590;4248000
1575976678.840076;261;1879200
1575976679.850135;482;3470400
1575976680.948212;169;1216800
1575976681.955556;517;3722400
1575976682.958149;113;813600
1575976683.960236;0;0
1575976684.965137;664;4780800
1575976685.976181;378;2721600
1575976686.986325;380;2736000
1575976687.986321;131;943200
1575976688.992199;173;1245600
1575976689.992317;153;1101600
1575976691.001357;304;2188800
1575976692.001473;390;2808000
1575976693.004572;305;2196000
1575976694.012412;228;1641600
1575976695.014422;286;2059200
1575976696.025419;129;928800
1575976697.030872;261;1879200
1575976698.036812;182;1310400
1575976699.117747;144;1036800
1575976700.119857;0;0
1575976701.193110;2;14400
1575976702.195935;773;5565600
1575976703.200889;330;2376000
1575976704.245471;2;14400
1575976705.254039;568;4089600
1575976706.349233;100;720000
1575976707.351393;0;0
1575976708.353532;0;0
1575976709.355940;595;4284000
1575976710.356041;241;1735200
1575976711.388039;131;943200
1575976712.443878;587;4226400
1575976713.447690;417;3002400
1575976714.526911;410;2952000
1575976715.531246;519;3736800
1575976716.550384;560;4032000
1575976717.554534;494;3556800
1575976718.559483;272;1958400
1575976719.567396;205;1476000
1575976720.576497;123;885600
1575976721.576547;384;2764800
1575976722.577675;497;3578400
1575976723.580397;527;3794400
1575976724.587495;501;3607200
1575976725.588660;465;3348000
1575976726.591645;435;3132000
1575976727.592586;487;3506400
1575976728.593065;481;3463200
1575976729.604593;464;3340800
1575976730.604749;382;2750400
1575976731.612829;337;2426400
1575976732.614955;433;3117600
1575976733.619605;504;3628800
1575976734.626723;551;3967200
1575976735.630712;623;4485600
1575976736.633005;583;4197600
1575976737.635926;594;4276800
1575976738.636987;627;4514400
1575976739.637886;665;4788000
1575976740.641183;650;4680000
1575976741.641715;554;3988800
1575976742.649129;553;3981600
1575976743.650944;626;4507200
1575976744.652992;441;3175200
1575976745.663012;430;3096000
1575976746.670847;474;3412800
1575976747.673963;501;3607200
1575976748.674941;453;3261600
1575976749.690062;458;3297600
1575976750.691095;492;3542400
1575976751.781267;454;3268800
1575976752.784189;374;2692800
1575976753.785328;433;3117600
1575976754.790547;462;3326400
1575976755.854553;439;3160800
1575976756.862161;450;3240000
1575976757.863367;452;3254400
1575976758.871374;505;3636000
1575976759.872316;530;3816000
1575976760.873415;431;3103200
1575976761.879478;427;3074400
1575976762.879426;390;2808000
1575976763.896645;425;3060000
1575976764.903431;484;3484800
1575976765.910518;509;3664800
1575976766.923530;431;3103200
1575976767.933614;541;3895200
1575976768.937714;536;3859200
1575976769.939576;604;4348800
1575976770.941549;665;4788000
1575976771.948191;520;3744000
1575976772.973595;308;2217600
1575976773.977692;416;2995200
1575976774.984811;342;2462400
1575976775.986040;350;2520000
1575976776.990835;359;2584800
1575976777.991998;357;2570400
1575976778.994812;361;2599200
1575976779.994826;358;2577600
1575976780.997817;359;2584800
1575976782.004942;356;2563200
1575976783.021773;351;2527200
1575976784.031826;303;2181600
1575976785.031960;591;4255200
1575976786.039400;695;5004000
1575976787.039734;704;5068800
1575976788.046176;663;4773600
1575976789.047861;704;5068800
1575976790.051976;687;4946400
1575976791.054163;633;4557600
1575976792.058071;688;4953600
1575976793.060080;653;4701600
1575976794.062242;565;4068000
1575976795.076055;683;4917600
1575976796.079144;644;4636800
1575976797.081236;621;4471200
1575976798.088240;601;4327200
1575976799.089197;649;4672800
1575976800.091184;513;3693600
1575976801.091441;513;3693600
1575976802.099364;694;4996800
1575976803.100336;678;4881600
1575976804.102292;584;4204800
1575976805.103396;672;4838400
1575976806.114403;663;4773600
1575976807.115454;675;4860000
1575976808.116330;644;4636800
1575976809.119471;680;4896000
1575976810.128375;694;4996800
1575976811.128631;685;4932000
1575976812.128668;589;4240800
1575976813.129527;703;5061600
1575976814.182529;627;4514400
1575976815.187752;629;4528800
1575976816.190767;583;4197600
1575976817.192727;633;4557600
1575976818.200143;655;4716000
1575976819.200734;601;4327200
1575976820.209037;685;4932000
1575976821.210701;683;4917600
1575976822.210819;668;4809600
1575976823.218637;683;4917600
1575976824.219834;686;4939200
1575976825.222837;681;4903200
1575976826.228829;628;4521600
1575976827.230287;577;4154400
1575976828.236521;487;3506400
1575976829.237111;511;3679200
1575976830.239972;416;2995200
1575976831.246023;581;4183200
1575976832.251858;664;4780800
1575976833.252018;690;4968000
1575976834.252927;650;4680000
1575976835.255199;629;4528800
1575976836.266933;684;4924800
1575976837.268018;678;4881600
1575976838.274352;518;3729600
1575976839.288402;605;4356000
1575976840.293209;550;3960000
1575976841.299332;675;4860000
1575976842.300143;441;3175200
1575976843.302209;539;3880800
1575976844.303481;555;3996000
1575976845.312225;615;4428000
1575976846.312289;653;4701600
1575976847.319496;643;4629600
1575976848.324350;561;4039200
1575976849.335465;601;4327200
1575976850.337308;574;4132800
1575976851.337603;679;4888800
1575976852.338603;589;4240800
1575976853.345344;535;3852000
1575976854.345398;633;4557600
1575976855.349497;665;4788000
1575976856.353910;664;4780800
1575976857.360455;613;4413600
1575976858.360652;610;4392000
1575976859.368649;642;4622400
1575976860.369959;553;3981600
1575976861.369746;641;4615200
1575976862.375721;494;3556800
1575976863.380237;420;3024000
1575976864.380761;602;4334400
1575976865.393820;505;3636000
1575976866.394686;552;3974400
1575976867.455502;544;3916800
1575976868.459965;668;4809600
1575976869.470762;574;4132800
1575976870.472821;564;4060800
1575976871.476995;412;2966400
1575976872.478894;515;3708000
1575976873.484905;540;3888000
1575976874.485287;616;4435200
1575976875.492839;623;4485600
1575976876.495021;534;3844800
1575976877.502074;507;3650400
1575976878.505152;436;3139200
1575976879.513235;567;4082400
1575976880.518098;546;3931200
1575976881.520145;552;3974400
1575976882.520176;574;4132800
1575976883.522008;619;4456800
1575976884.523018;584;4204800
1575976885.523163;580;4176000
1575976886.523271;576;4147200
1575976887.532417;456;3283200
1575976888.544498;451;3247200
1575976889.547654;537;3866400
1575976890.549531;653;4701600
1575976891.551112;668;4809600
1575976892.553513;625;4500000
1575976893.553580;636;4579200
1575976894.555549;486;3499200
1575976895.557176;501;3607200
1575976896.558481;496;3571200
1575976897.566390;539;3880800
1575976898.575346;565;4068000
1575976899.587545;483;3477600
1575976900.592548;551;3967200
1575976901.596891;445;3204000
1575976902.598611;529;3808800
1575976903.598662;549;3952800
1575976904.600645;594;4276800
1575976905.608991;645;4644000
1575976906.615670;650;4680000
1575976907.616687;661;4759200
1575976908.620064;570;4104000
1575976909.620872;421;3031200
1575976910.624625;530;3816000
1575976911.627963;545;3924000
1575976912.630056;587;4226400
1575976913.631842;505;3636000
1575976914.637970;362;2606400
1575976915.640840;336;2419200
1575976916.642783;207;1490400
1575976917.648824;579;4168800
1575976918.652394;454;3268800
1575976919.653648;532;3830400
1575976920.664733;468;3369600
1575976921.664737;548;3945600
1575976922.666670;595;4284000
1575976923.675040;670;4824000
1575976924.674945;653;4701600
1575976925.677036;466;3355200
1575976926.681427;616;4435200
1575976927.743999;458;3297600
1575976928.746053;623;4485600
1575976929.748703;591;4255200
1575976930.749665;633;4557600
1575976931.749686;520;3744000
1575976932.750762;468;3369600
1575976933.754766;491;3535200
1575976934.759800;481;3463200
1575976935.777345;498;3585600
1575976936.783755;442;3182400
1575976937.784973;643;4629600
1575976938.786827;590;4248000
1575976939.790907;696;5011200
1575976940.791203;658;4737600
1575976941.793666;658;4737600
1575976942.798127;645;4644000
1575976943.800882;624;4492800
1575976944.809047;574;4132800
1575976945.810121;527;3794400
1575976946.817202;518;3729600
1575976947.836103;399;2872800
1575976948.837837;350;2520000
1575976949.847561;382;2750400
1575976950.848899;401;2887200
1575976951.893741;238;1713600
1575976952.916001;218;1569600
1575976953.950037;273;1965600
1575976954.952087;642;4622400
1575976955.954254;510;3672000
1575976956.962871;603;4341600
1575976957.967150;666;4795200
1575976958.976612;658;4737600
1575976959.977708;633;4557600
1575976960.982337;589;4240800
1575976961.987192;530;3816000
1575976963.004304;398;2865600
1575976964.007019;378;2721600
1575976965.032481;437;3146400
1575976966.033946;436;3139200
1575976967.038625;425;3060000
1575976968.040596;475;3420000
1575976969.050519;491;3535200
1575976970.051616;555;3996000
1575976971.058390;623;4485600
1575976972.060434;699;5032800
1575976973.063736;663;4773600
1575976974.065486;462;3326400
1575976975.066719;759;5464800
1575976976.068807;625;4500000
1575976977.074739;640;4608000
1575976978.076631;624;4492800
1575976979.083799;597;4298400
1575976980.084684;526;3787200
1575976981.091989;598;4305600
1575976982.093799;620;4464000
1575976983.094742;620;4464000
1575976984.097815;609;4384800
1575976985.102818;518;3729600
1575976986.104897;563;4053600
1575976987.145181;406;2923200
1575976988.151527;217;1562400
1575976989.153611;0;0
1575976990.158304;48;345600
1575976991.160566;278;2001600
1575976992.160554;343;2469600
1575976993.160593;334;2404800
1575976994.161334;325;2340000
1575976995.161434;327;2354400
1575976996.162575;336;2419200
1575976997.173700;341;2455200
1575976998.178659;227;1634400
1575976999.180578;328;2361600
1575977000.181772;321;2311200
1575977001.193860;322;2318400
1575977002.194628;329;2368800
1575977003.196573;322;2318400
1575977004.198574;334;2404800
1575977005.198791;338;2433600
1575977006.208693;349;2512800
1575977007.208811;361;2599200
1575977008.208880;349;2512800
1575977009.220747;339;2440800
1575977010.220750;340;2448000
1575977011.222058;350;2520000
1575977012.222913;348;2505600
1575977013.224766;216;1555200
1575977014.226866;332;2390400
1575977015.229870;353;2541600
1575977016.236285;344;2476800
1575977017.236269;350;2520000
1575977018.238065;341;2455200
1575977019.241004;344;2476800
1575977020.241164;353;2541600
1575977021.247483;549;3952800
1575977022.253470;563;4053600
1575977023.264407;581;4183200
1575977024.282295;553;3981600
1575977025.288265;469;3376800
1575977026.293357;520;3744000
1575977027.300311;484;3484800
1575977028.305269;509;3664800
1575977029.306405;493;3549600
1575977030.316452;524;3772800
1575977031.316437;489;3520800
1575977032.320475;482;3470400
1575977033.321450;520;3744000
1575977034.323338;545;3924000
1575977035.325800;440;3168000
1575977036.338601;560;4032000
1575977037.371872;196;1411200
1575977038.372556;770;5544000
1575977039.374325;514;3700800
1575977040.374539;519;3736800
1575977041.381664;509;3664800
1575977042.388354;529;3808800
1575977043.394497;510;3672000
1575977044.396458;498;3585600
1575977045.396450;266;1915200
1575977046.397426;350;2520000
1575977047.484922;135;972000
1575977048.495897;1;7200
1575977049.559511;11;79200
1575977050.640736;476;3427200
1575977051.642778;0;0
1575977052.644837;0;0
1575977053.698065;106;763200
1575977054.699601;725;5220000
1575977055.703624;353;2541600
1575977056.705530;344;2476800
1575977057.707745;394;2836800
1575977058.710098;280;2016000
1575977059.746651;411;2959200
1575977060.832233;325;2340000
1575977061.834332;0;0
1575977062.909082;2;14400
1575977063.974949;3;21600
1575977064.986341;2;14400
1575977066.072604;303;2181600
1575977067.074799;314;2260800
1575977068.079279;219;1576800
1575977069.079843;303;2181600
1575977070.081816;408;2937600
1575977071.081920;509;3664800
1575977072.173970;200;1440000
1575977073.180970;584;4204800
1575977074.183064;427;3074400
1575977075.203505;328;2361600
1575977076.222559;430;3096000
1575977077.293702;41;295200
1575977078.344913;747;5378400
1575977079.346813;295;2124000
1575977080.356684;447;3218400
1575977081.373729;442;3182400
1575977082.374696;462;3326400
1575977083.436996;421;3031200
1575977084.440882;341;2455200
1575977085.444844;414;2980800
1575977086.452735;418;3009600
1575977087.455832;418;3009600
1575977088.456825;464;3340800
1575977089.459010;460;3312000
1575977090.469887;435;3132000
1575977091.475390;347;2498400
1575977092.478876;466;3355200
1575977093.480366;452;3254400
1575977094.484344;489;3520800
1575977095.499340;492;3542400
1575977096.518168;500;3600000
1575977097.520097;505;3636000
1575977098.523571;478;3441600
1575977099.528053;490;3528000
1575977100.528303;490;3528000
1575977101.531087;349;2512800
1575977102.531188;467;3362400
1575977103.545718;474;3412800
1575977104.548138;505;3636000
1575977105.553103;534;3844800
1575977106.556010;460;3312000
1575977107.564026;470;3384000
1575977108.564995;488;3513600
1575977109.566071;515;3708000
1575977110.566252;488;3513600
1575977111.567998;388;2793600
1575977112.578129;484;3484800
1575977113.579627;507;3650400
1575977114.584732;446;3211200
1575977115.591629;428;3081600
1575977116.591868;474;3412800
1575977117.594052;468;3369600
1575977118.598280;511;3679200
1575977119.602442;502;3614400
1575977120.603224;510;3672000
1575977121.603276;456;3283200
1575977122.605369;491;3535200
1575977123.607533;475;3420000
1575977124.613250;510;3672000
1575977125.617478;476;3427200
1575977126.633723;441;3175200
1575977127.634496;391;2815200
1575977128.639024;500;3600000
1575977129.644653;464;3340800
1575977130.644684;450;3240000
1575977131.646542;366;2635200
1575977132.654352;474;3412800
1575977133.654607;460;3312000
1575977134.665806;461;3319200
1575977135.681896;463;3333600
1575977136.688645;456;3283200
1575977137.689771;446;3211200
1575977138.696595;427;3074400
1575977139.699616;471;3391200
1575977140.705683;468;3369600
1575977141.709877;298;2145600
1575977142.714884;369;2656800
1575977143.722227;422;3038400
1575977144.741010;493;3549600
1575977145.744931;467;3362400
1575977146.746795;467;3362400
1575977147.747491;470;3384000
1575977148.757769;333;2397600
1575977149.763874;379;2728800
1575977150.763983;456;3283200
1575977151.767940;506;3643200
1575977152.769030;515;3708000
1575977153.769947;457;3290400
1575977154.771950;456;3283200
1575977155.773234;505;3636000
1575977156.779012;512;3686400
1575977157.787776;504;3628800
1575977158.794188;478;3441600
1575977159.800068;521;3751200
1575977160.801137;475;3420000
1575977161.801183;454;3268800
1575977162.808416;414;2980800
1575977163.810156;367;2642400
1575977164.810175;315;2268000
1575977165.818943;372;2678400
1575977166.819007;441;3175200
1575977167.836581;437;3146400
1575977168.838300;400;2880000
1575977169.849411;360;2592000
1575977170.849327;429;3088800
1575977171.849598;395;2844000
1575977172.854037;361;2599200
1575977173.863407;336;2419200
1575977174.962227;122;878400
1575977175.965341;533;3837600
1575977176.975350;117;842400
1575977177.977412;0;0
1575977178.978065;65;468000
1575977180.050503;822;5918400
1575977181.051116;449;3232800
1575977182.070225;443;3189600
1575977183.071338;441;3175200
1575977184.078137;425;3060000
1575977185.079250;372;2678400
1575977186.131532;153;1101600
1575977187.133621;0;0
1575977188.140857;730;5256000
1575977189.141557;458;3297600
1575977190.149108;422;3038400
1575977191.154620;403;2901600
1575977192.160510;407;2930400
