time;msg_out;bytes_out
1575977193.161351;404;2908800
1575977194.198004;436;3139200
1575977195.198196;446;3211200
1575977196.199164;456;3283200
1575977197.199573;494;3556800
1575977198.209594;370;2664000
1575977199.210534;478;3441600
1575977200.285746;475;3420000
1575977201.290865;477;3434400
1575977202.296482;400;2880000
1575977203.306499;374;2692800
1575977204.312972;451;3247200
1575977205.319074;541;3895200
1575977206.320170;650;4680000
1575977207.329717;636;4579200
1575977208.330580;555;3996000
1575977209.335700;468;3369600
1575977210.336439;541;3895200
1575977211.340911;527;3794400
1575977212.341755;547;3938400
1575977213.343085;459;3304800
1575977214.348361;562;4046400
1575977215.349430;593;4269600
1575977216.357084;597;4298400
1575977217.360806;629;4528800
1575977218.361475;624;4492800
1575977219.362974;594;4276800
1575977220.369969;469;3376800
1575977221.412081;457;3290400
1575977222.415735;392;2822400
1575977223.421572;403;2901600
1575977224.422024;264;1900800
1575977225.424844;386;2779200
1575977226.428828;403;2901600
1575977227.428886;425;3060000
1575977228.430749;404;2908800
1575977229.441542;393;2829600
1575977230.455802;396;2851200
1575977231.525058;354;2548800
1575977232.529826;333;2397600
1575977233.536973;304;2188800
1575977234.581968;248;1785600
1575977235.583235;384;2764800
1575977236.589978;370;2664000
1575977237.590057;360;2592000
1575977238.601053;359;2584800
1575977239.609125;382;2750400
1575977240.609298;368;2649600
1575977241.616041;364;2620800
1575977242.616400;374;2692800
1575977243.622154;376;2707200
1575977244.623051;379;2728800
1575977245.627373;304;2188800
1575977246.628018;396;2851200
1575977247.629008;401;2887200
1575977248.629114;439;3160800
1575977249.641189;432;3110400
1575977250.645293;363;2613600
1575977251.647516;437;3146400
1575977252.649292;417;3002400
1575977253.649460;370;2664000
1575977254.652189;419;3016800
1575977255.655141;305;2196000
1575977256.658336;432;3110400
1575977257.659339;428;3081600
1575977258.661939;409;2944800
1575977259.676926;421;3031200
1575977260.677325;391;2815200
1575977261.738368;365;2628000
1575977262.738543;445;3204000
1575977263.746536;286;2059200
1575977264.751509;228;1641600
1575977265.788563;200;1440000
1575977266.792327;295;2124000
1575977267.822576;325;2340000
1575977268.832642;313;2253600
1575977269.834325;410;2952000
1575977270.850004;280;2016000
1575977271.873042;332;2390400
1575977272.921708;362;2606400
1575977273.940684;390;2808000
1575977274.944479;317;2282400
1575977276.006505;314;2260800
1575977277.045863;247;1778400
1575977278.046425;361;2599200
1575977279.083022;396;2851200
1575977280.085731;399;2872800
1575977281.135326;373;2685600
1575977282.136685;402;2894400
1575977283.136682;402;2894400
1575977284.137568;406;2923200
1575977285.142093;380;2736000
1575977286.145566;387;2786400
1575977287.152807;369;2656800
1575977288.175179;346;2491200
1575977289.180753;347;2498400
1575977290.202719;363;2613600
1575977291.206074;404;2908800
1575977292.205955;360;2592000
1575977293.208660;390;2808000
1575977294.208870;388;2793600
1575977295.216877;371;2671200
1575977296.224770;366;2635200
1575977297.225836;348;2505600
1575977298.225985;377;2714400
1575977299.273504;286;2059200
1575977300.273932;453;3261600
1575977301.336150;417;3002400
1575977302.340917;380;2736000
1575977303.351009;415;2988000
1575977304.371249;368;2649600
1575977305.372141;418;3009600
1575977306.373954;327;2354400
1575977307.380215;324;2332800
1575977308.380233;394;2836800
1575977309.405265;386;2779200
1575977310.417275;285;2052000
1575977311.417393;371;2671200
1575977312.491154;143;1029600
1575977313.495102;517;3722400
1575977314.508474;342;2462400
1575977315.516216;409;2944800
1575977316.554652;363;2613600
1575977317.559375;377;2714400
1575977318.591517;251;1807200
1575977319.593019;403;2901600
1575977320.593313;332;2390400
1575977321.631851;222;1598400
1575977322.639354;507;3650400
1575977323.674630;349;2512800
1575977324.712095;154;1108800
1575977325.720427;521;3751200
1575977326.721274;391;2815200
1575977327.721396;376;2707200
1575977328.775545;136;979200
1575977329.779367;609;4384800
1575977330.781330;343;2469600
1575977331.838824;54;388800
1575977332.866978;1;7200
1575977333.885862;3;21600
1575977334.891398;514;3700800
1575977335.896444;84;604800
1575977336.897465;137;986400
1575977337.898540;204;1468800
1575977338.900601;283;2037600
1575977339.900624;344;2476800
1575977340.908587;345;2484000
1575977341.910706;352;2534400
1575977342.914565;355;2556000
1575977343.915549;348;2505600
1575977344.924929;362;2606400
1575977345.927692;365;2628000
1575977346.967595;261;1879200
1575977347.967710;349;2512800
1575977348.969704;344;2476800
1575977349.977831;365;2628000
1575977350.978664;364;2620800
1575977351.983361;349;2512800
1575977352.983754;358;2577600
1575977353.983952;349;2512800
1575977354.987676;360;2592000
1575977355.994083;354;2548800
1575977356.994038;384;2764800
1575977357.996062;395;2844000
1575977359.053937;258;1857600
1575977360.059060;481;3463200
1575977361.138605;516;3715200
1575977362.138644;285;2052000
1575977363.146093;248;1785600
1575977364.147485;542;3902400
1575977365.153621;358;2577600
1575977366.156232;258;1857600
1575977367.202365;267;1922400
1575977368.293824;407;2930400
1575977369.295764;440;3168000
1575977370.297641;363;2613600
1575977371.297944;292;2102400
1575977372.310292;86;619200
1575977373.314106;461;3319200
1575977374.316969;250;1800000
1575977375.333451;262;1886400
1575977376.336298;403;2901600
1575977377.338139;445;3204000
1575977378.342286;313;2253600
1575977379.343043;372;2678400
1575977380.347660;392;2822400
1575977381.349741;460;3312000
1575977382.351832;555;3996000
1575977383.353834;358;2577600
1575977384.359028;292;2102400
1575977385.360364;396;2851200
1575977386.361943;525;3780000
1575977387.369143;539;3880800
1575977388.378927;452;3254400
1575977389.379890;655;4716000
1575977390.381154;528;3801600
1575977391.385271;540;3888000
1575977392.393369;551;3967200
1575977393.395953;642;4622400
1575977394.398630;616;4435200
1575977395.447850;634;4564800
1575977396.448211;636;4579200
1575977397.449497;627;4514400
1575977398.495981;625;4500000
1575977399.506525;562;4046400
1575977400.507178;560;4032000
1575977401.512321;579;4168800
1575977402.522440;601;4327200
1575977403.562049;599;4312800
1575977404.564305;565;4068000
1575977405.567203;526;3787200
1575977406.572347;467;3362400
1575977407.581692;359;2584800
1575977408.592264;345;2484000
1575977409.603413;334;2404800
1575977410.603325;465;3348000
1575977411.616673;486;3499200
1575977412.621451;469;3376800
1575977413.667843;353;2541600
1575977414.703840;22;158400
1575977415.739882;255;1836000
1575977416.754150;152;1094400
1575977417.758281;158;1137600
1575977418.764266;134;964800
1575977419.765353;137;986400
1575977420.766828;156;1123200
1575977421.771837;250;1800000
1575977422.774987;273;1965600
1575977423.781339;236;1699200
1575977424.782341;263;1893600
1575977425.789924;276;1987200
1575977426.798306;299;2152800
1575977427.799032;293;2109600
1575977428.809139;228;1641600
1575977429.811957;184;1324800
1575977430.890033;175;1260000
1575977431.892595;126;907200
1575977432.909553;207;1490400
1575977433.919054;306;2203200
1575977434.919913;307;2210400
1575977435.921139;299;2152800
1575977436.929243;278;2001600
1575977437.941094;255;1836000
1575977438.942100;222;1598400
1575977439.943235;210;1512000
1575977441.020004;171;1231200
1575977442.030118;0;0
1575977443.035692;266;1915200
1575977444.036072;138;993600
1575977445.041643;207;1490400
1575977446.042169;233;1677600
1575977447.044245;247;1778400
1575977448.046283;224;1612800
1575977449.047355;239;1720800
1575977450.048797;211;1519200
1575977451.057770;243;1749600
1575977452.060302;215;1548000
1575977453.064430;293;2109600
1575977454.066403;308;2217600
1575977455.073425;308;2217600
1575977456.076440;301;2167200
1575977457.076405;288;2073600
1575977458.076544;339;2440800
1575977459.077017;335;2412000
1575977460.103502;309;2224800
1575977461.103519;248;1785600
1575977462.115087;202;1454400
1575977463.115611;238;1713600
1575977464.115870;241;1735200
1575977465.122543;238;1713600
1575977466.123581;311;2239200
1575977467.129484;315;2268000
1575977468.130536;366;2635200
1575977469.138582;353;2541600
1575977470.138781;347;2498400
1575977471.154845;237;1706400
1575977472.169913;275;1980000
1575977473.181150;124;892800
1575977474.182716;176;1267200
1575977475.183745;270;1944000
1575977476.186689;255;1836000
1575977477.189825;301;2167200
1575977478.194904;171;1231200
1575977479.202841;195;1404000
1575977480.204837;350;2520000
1575977481.215765;401;2887200
1575977482.222952;440;3168000
1575977483.222970;431;3103200
1575977484.232023;457;3290400
1575977485.235970;451;3247200
1575977486.240968;466;3355200
1575977487.242962;334;2404800
1575977488.242934;271;1951200
1575977489.252955;339;2440800
1575977490.262984;396;2851200
1575977491.263934;445;3204000
1575977492.266055;353;2541600
1575977493.271183;313;2253600
1575977494.334395;280;2016000
1575977495.345308;242;1742400
1575977496.374875;249;1792800
1575977497.375779;274;1972800
1575977498.378981;223;1605600
1575977499.384480;174;1252800
1575977500.389204;261;1879200
1575977501.404908;291;2095200
1575977502.421123;157;1130400
1575977503.443878;216;1555200
1575977504.444826;56;403200
1575977505.524713;376;2707200
1575977506.530471;171;1231200
1575977507.533662;283;2037600
1575977508.539452;389;2800800
1575977509.540393;302;2174400
1575977510.596643;162;1166400
1575977511.598768;0;0
1575977512.598927;345;2484000
1575977513.605963;261;1879200
1575977514.607047;301;2167200
1575977515.614419;348;2505600
1575977516.615452;440;3168000
1575977517.623012;297;2138400
1575977518.626427;254;1828800
1575977519.633117;302;2174400
1575977520.642491;396;2851200
1575977521.643241;358;2577600
1575977522.647682;332;2390400
1575977523.651214;263;1893600
1575977524.652315;294;2116800
1575977525.656277;255;1836000
1575977526.662643;315;2268000
1575977527.666228;263;1893600
1575977528.673328;232;1670400
1575977529.674697;307;2210400
1575977530.676792;329;2368800
1575977531.708372;269;1936800
1575977532.710990;229;1648800
1575977533.716948;381;2743200
1575977534.815924;286;2059200
1575977535.817889;152;1094400
1575977536.906349;12;86400
1575977537.909152;360;2592000
1575977538.910213;230;1656000
1575977539.912954;221;1591200
1575977540.941462;206;1483200
1575977541.946216;262;1886400
1575977542.953381;239;1720800
1575977543.960296;248;1785600
1575977544.962337;256;1843200
1575977545.964426;247;1778400
1575977546.965290;310;2232000
1575977547.966538;250;1800000
1575977548.967413;252;1814400
1575977549.968924;283;2037600
1575977550.970465;328;2361600
1575977551.971909;177;1274400
1575977552.973977;200;1440000
1575977553.981539;270;1944000
1575977554.983020;286;2059200
1575977555.988599;309;2224800
1575977556.989015;302;2174400
1575977557.993702;290;2088000
1575977558.999106;318;2289600
1575977560.004013;233;1677600
1575977561.010742;282;2030400
1575977562.012805;225;1620000
1575977563.013669;299;2152800
1575977564.016876;342;2462400
1575977565.017747;315;2268000
1575977566.026014;260;1872000
1575977567.028978;311;2239200
1575977568.035050;365;2628000
1575977569.066060;311;2239200
1575977570.112462;55;396000
1575977571.158185;146;1051200
1575977572.160376;0;0
1575977573.202145;2;14400
1575977574.233029;3;21600
1575977575.287402;2;14400
1575977576.297999;3;21600
1575977577.311629;512;3686400
1575977578.320621;88;633600
1575977579.323599;143;1029600
1575977580.330807;215;1548000
1575977581.331211;281;2023200
1575977582.332726;312;2246400
1575977583.332829;321;2311200
1575977584.335853;329;2368800
1575977585.354878;333;2397600
1575977586.356664;344;2476800
1575977587.359978;321;2311200
1575977588.368103;332;2390400
1575977589.421213;295;2124000
1575977590.425958;274;1972800
1575977591.426751;333;2397600
1575977592.428226;390;2808000
1575977593.431965;431;3103200
1575977594.436951;463;3333600
1575977595.442990;424;3052800
1575977596.445886;409;2944800
1575977597.495892;231;1663200
1575977598.496941;577;4154400
1575977599.501761;501;3607200
1575977600.504884;295;2124000
1575977601.506856;464;3340800
1575977602.511039;505;3636000
1575977603.513005;499;3592800
1575977604.514045;519;3736800
1575977605.521669;516;3715200
1575977606.523994;488;3513600
1575977607.527256;465;3348000
1575977608.527920;457;3290400
1575977609.530017;424;3052800
1575977610.534394;413;2973600
1575977611.542332;504;3628800
1575977612.546072;538;3873600
1575977613.546206;512;3686400
1575977614.548148;532;3830400
1575977615.619223;371;2671200
1575977616.628253;477;3434400
1575977617.662250;321;2311200
1575977618.670301;340;2448000
1575977619.671239;400;2880000
1575977620.674224;340;2448000
1575977621.687421;299;2152800
1575977622.688353;426;3067200
1575977623.693467;381;2743200
1575977624.726581;257;1850400
1575977625.732276;475;3420000
1575977626.738406;402;2894400
1575977627.739217;406;2923200
1575977628.745172;472;3398400
1575977629.746224;475;3420000
1575977630.769317;460;3312000
1575977631.769436;477;3434400
1575977632.769415;516;3715200
1575977633.771217;500;3600000
1575977634.771214;498;3585600
1575977635.772458;482;3470400
1575977636.774759;622;4478400
1575977637.774795;580;4176000
1575977638.782491;631;4543200
1575977639.785319;610;4392000
1575977640.789933;523;3765600
1575977641.793417;400;2880000
1575977642.799537;470;3384000
1575977643.804341;533;3837600
1575977644.808475;486;3499200
1575977645.818714;563;4053600
1575977646.819427;512;3686400
1575977647.824653;480;3456000
1575977648.824723;514;3700800
1575977649.829500;438;3153600
1575977650.829658;464;3340800
1575977651.846266;383;2757600
1575977652.893007;559;4024800
1575977653.898822;535;3852000
1575977654.900779;534;3844800
1575977655.905865;524;3772800
1575977656.910562;519;3736800
1575977657.917243;577;4154400
1575977658.917599;607;4370400
1575977659.928826;660;4752000
1575977660.935863;677;4874400
1575977661.937894;729;5248800
1575977662.944290;634;4564800
1575977663.948960;537;3866400
1575977664.951836;524;3772800
1575977665.953673;651;4687200
1575977666.958049;666;4795200
1575977667.958925;628;4521600
1575977668.958958;548;3945600
1575977669.964085;530;3816000
1575977670.968062;608;4377600
1575977671.969903;650;4680000
1575977672.970962;641;4615200
1575977673.979125;647;4658400
1575977674.982448;535;3852000
1575977675.989218;614;4420800
1575977676.991073;593;4269600
1575977677.997154;522;3758400
1575977679.006401;621;4471200
1575977680.014214;600;4320000
1575977681.014125;614;4420800
1575977682.015520;628;4521600
1575977683.019121;675;4860000
1575977684.020228;652;4694400
1575977685.036546;600;4320000
1575977686.036397;489;3520800
1575977687.044699;655;4716000
1575977688.046183;600;4320000
1575977689.047169;610;4392000
1575977690.048119;574;4132800
1575977691.053223;566;4075200
1575977692.053422;483;3477600
1575977693.058397;472;3398400
1575977694.068436;472;3398400
1575977695.073203;524;3772800
1575977696.074398;546;3931200
1575977697.075567;528;3801600
1575977698.086509;530;3816000
1575977699.087365;484;3484800
1575977700.089327;483;3477600
1575977701.090487;500;3600000
1575977702.092507;531;3823200
1575977703.100363;543;3909600
1575977704.103686;472;3398400
1575977705.103981;385;2772000
1575977706.104033;449;3232800
1575977707.105004;447;3218400
1575977708.114249;466;3355200
1575977709.114201;480;3456000
1575977710.130183;430;3096000
1575977711.141629;432;3110400
1575977712.144164;414;2980800
1575977713.152233;512;3686400
1575977714.153206;539;3880800
1575977715.154056;496;3571200
1575977716.155671;345;2484000
1575977717.163254;536;3859200
1575977718.164207;583;4197600
1575977719.164449;575;4140000
1575977720.166321;574;4132800
1575977721.169232;566;4075200
1575977722.245383;482;3470400
1575977723.246370;604;4348800
1575977724.250305;578;4161600
1575977725.250315;575;4140000
1575977726.252987;515;3708000
1575977727.259416;464;3340800
1575977728.261325;609;4384800
1575977729.263477;592;4262400
1575977730.263502;592;4262400
1575977731.265103;557;4010400
1575977732.266653;568;4089600
1575977733.340566;475;3420000
1575977734.343709;584;4204800
1575977735.346486;570;4104000
1575977736.348626;556;4003200
1575977737.352154;535;3852000
1575977738.357329;509;3664800
1575977739.358584;518;3729600
1575977740.362654;511;3679200
1575977741.365762;527;3794400
1575977742.372706;589;4240800
1575977743.372678;567;4082400
1575977744.379685;480;3456000
1575977745.383246;479;3448800
1575977746.383800;495;3564000
1575977747.388838;555;3996000
1575977748.389762;547;3938400
1575977749.396814;576;4147200
1575977750.397769;594;4276800
1575977751.399032;504;3628800
1575977752.401196;537;3866400
1575977753.401784;548;3945600
1575977754.401846;581;4183200
1575977755.412930;553;3981600
1575977756.419121;496;3571200
1575977757.421057;570;4104000
1575977758.421040;535;3852000
1575977759.422508;522;3758400
1575977760.423985;555;3996000
1575977761.424091;563;4053600
1575977762.425910;395;2844000
1575977763.435540;531;3823200
1575977764.438123;566;4075200
1575977765.444526;591;4255200
1575977766.445996;584;4204800
1575977767.450054;556;4003200
1575977768.450116;529;3808800
1575977769.451082;569;4096800
1575977770.461626;519;3736800
1575977771.463754;611;4399200
1575977772.463724;626;4507200
1575977773.465092;525;3780000
1575977774.467702;550;3960000
1575977775.468282;602;4334400
1575977776.470238;520;3744000
1575977777.475276;520;3744000
1575977778.476215;557;4010400
1575977779.480309;563;4053600
1575977780.482294;560;4032000
1575977781.496971;576;4147200
1575977782.497919;561;4039200
1575977783.515399;532;3830400
1575977784.518241;484;3484800
1575977785.518378;516;3715200
1575977786.521391;636;4579200
1575977787.522391;563;4053600
1575977788.531506;547;3938400
1575977789.531536;562;4046400
1575977790.532352;561;4039200
1575977791.534407;520;3744000
1575977792.534558;565;4068000
1575977793.548970;569;4096800
1575977794.555679;556;4003200
1575977795.584548;286;2059200
1575977796.588578;549;3952800
1575977797.594463;581;4183200
1575977798.600859;597;4298400
1575977799.608146;594;4276800
1575977800.608664;627;4514400
1575977801.615031;612;4406400
1575977802.620158;632;4550400
1575977803.620156;558;4017600
1575977804.620254;577;4154400
1575977805.667087;534;3844800
1575977806.669979;467;3362400
1575977807.670789;549;3952800
1575977808.676660;554;3988800
1575977809.684952;540;3888000
1575977810.691927;487;3506400
1575977811.696290;470;3384000
1575977812.700993;468;3369600
1575977813.700993;482;3470400
1575977814.702653;529;3808800
1575977815.704141;562;4046400
1575977816.704861;568;4089600
1575977817.709014;467;3362400
1575977818.715115;504;3628800
1575977819.719105;468;3369600
1575977820.727432;535;3852000
1575977821.732161;538;3873600
1575977822.744405;525;3780000
1575977823.801085;512;3686400
1575977824.814962;555;3996000
1575977825.821929;580;4176000
1575977826.822954;512;3686400
1575977827.824422;577;4154400
1575977828.832185;672;4838400
1575977829.832154;680;4896000
1575977830.833155;593;4269600
1575977831.837247;547;3938400
1575977832.837931;570;4104000
1575977833.846302;597;4298400
1575977834.847146;612;4406400
1575977835.857326;664;4780800
1575977836.863340;655;4716000
1575977837.865406;603;4341600
1575977838.884224;290;2088000
1575977839.895328;369;2656800
1575977840.906368;134;964800
1575977841.910217;184;1324800
1575977842.912122;552;3974400
1575977843.917362;284;2044800
1575977844.928423;441;3175200
1575977845.937417;313;2253600
1575977846.943204;386;2779200
1575977847.949195;413;2973600
1575977848.949403;439;3160800
1575977849.952435;419;3016800
1575977850.960281;374;2692800
1575977851.962447;329;2368800
1575977852.984459;283;2037600
1575977853.987674;347;2498400
1575977854.987669;299;2152800
1575977855.990592;320;2304000
1575977857.001464;408;2937600
1575977858.010561;355;2556000
1575977859.017620;299;2152800
1575977860.024590;420;3024000
1575977861.027525;441;3175200
1575977862.034342;480;3456000
1575977863.036827;424;3052800
1575977864.055409;373;2685600
1575977865.060562;394;2836800
1575977866.063770;504;3628800
1575977867.066467;594;4276800
1575977868.066877;646;4651200
1575977869.072297;680;4896000
1575977870.075230;723;5205600
1575977871.076860;711;5119200
1575977872.081629;607;4370400
1575977873.081642;566;4075200
1575977874.086957;588;4233600
1575977875.087543;460;3312000
1575977876.090963;498;3585600
1575977877.091621;566;4075200
1575977878.091675;579;4168800
1575977879.091860;569;4096800
1575977880.092021;515;3708000
1575977881.092798;560;4032000
1575977882.096062;588;4233600
1575977883.100827;585;4212000
1575977884.101216;669;4816800
1575977885.101812;590;4248000
1575977886.104022;721;5191200
1575977887.108250;658;4737600
1575977888.108087;657;4730400
1575977889.109035;627;4514400
1575977890.114113;616;4435200
1575977891.114872;593;4269600
1575977892.116109;615;4428000
1575977893.122440;661;4759200
1575977894.123228;577;4154400
1575977895.127892;496;3571200
1575977896.129288;868;6249600
1575977897.142771;671;4831200
1575977898.145442;757;5450400
1575977899.146273;686;4939200
1575977900.153216;673;4845600
1575977901.158067;727;5234400
1575977902.160466;773;5565600
1575977903.165475;759;5464800
1575977904.169149;802;5774400
1575977905.170077;803;5781600
1575977906.172218;773;5565600
1575977907.172394;774;5572800
1575977908.174345;756;5443200
1575977909.176719;750;5400000
1575977910.183550;734;5284800
1575977911.186296;747;5378400
1575977912.188624;667;4802400
1575977913.242425;663;4773600
1575977914.242451;615;4428000
1575977915.250554;338;2433600
1575977916.251184;322;2318400
1575977917.252209;302;2174400
1575977918.252285;309;2224800
1575977919.257201;295;2124000
1575977920.262321;393;2829600
1575977921.266439;447;3218400
1575977922.277189;281;2023200
1575977923.279371;0;0
1575977924.362641;3;21600
1575977925.398704;36;259200
1575977926.456969;1;7200
1575977927.541050;16;115200
1575977928.561779;17;122400
1575977929.598552;23;165600
1575977930.675594;223;1605600
1575977931.677575;0;0
1575977932.679682;0;0
1575977933.723917;1;7200
1575977934.726529;533;3837600
1575977935.730750;240;1728000
1575977936.730817;305;2196000
1575977937.732563;286;2059200
1575977938.735491;292;2102400
1575977939.735554;279;2008800
1575977940.740877;283;2037600
1575977941.746692;289;2080800
1575977942.747576;291;2095200
1575977943.747619;189;1360800
1575977944.757764;255;1836000
1575977945.757968;262;1886400
1575977946.763903;262;1886400
1575977947.764773;444;3196800
1575977948.764862;431;3103200
1575977949.770866;468;3369600
1575977950.771912;440;3168000
1575977951.782696;392;2822400
1575977952.784962;401;2887200
1575977953.799403;345;2484000
1575977954.816094;439;3160800
1575977955.820135;423;3045600
1575977956.820976;393;2829600
1575977957.830040;314;2260800
1575977958.847105;246;1771200
1575977959.849784;244;1756800
1575977960.850973;278;2001600
1575977961.854136;361;2599200
1575977962.857058;434;3124800
1575977963.865992;514;3700800
1575977964.873252;530;3816000
1575977965.884377;620;4464000
1575977966.892973;547;3938400
1575977967.899454;456;3283200
1575977968.902293;435;3132000
1575977969.918405;294;2116800
1575977970.988185;492;3542400
1575977971.990203;344;2476800
1575977972.990213;257;1850400
1575977973.992296;265;1908000
1575977974.996407;261;1879200
1575977976.003259;306;2203200
1575977977.009268;330;2376000
1575977978.014467;331;2383200
1575977979.016459;355;2556000
1575977980.019454;363;2613600
1575977981.022617;314;2260800
1575977982.027419;352;2534400
1575977983.027505;303;2181600
1575977984.032669;275;1980000
1575977985.048556;332;2390400
1575977986.066578;269;1936800
1575977987.066535;222;1598400
1575977988.091730;258;1857600
1575977989.096698;248;1785600
1575977990.098673;219;1576800
1575977991.126931;229;1648800
1575977992.132746;281;2023200
1575977993.132756;328;2361600
1575977994.136664;335;2412000
1575977995.137701;261;1879200
1575977996.137830;268;1929600
1575977997.141751;319;2296800
1575977998.149687;316;2275200
1575977999.151729;311;2239200
1575978000.154769;265;1908000
1575978001.155680;287;2066400
1575978002.158858;272;1958400
1575978003.162803;184;1324800
1575978004.168799;237;1706400
1575978005.179854;224;1612800
1575978006.182772;236;1699200
1575978007.189175;274;1972800
1575978008.190917;256;1843200
1575978009.195911;256;1843200
1575978010.205217;267;1922400
1575978011.207033;232;1670400
1575978012.209961;241;1735200
1575978013.259169;248;1785600
1575978014.261053;354;2548800
1575978015.261913;325;2340000
1575978016.282209;289;2080800
1575978017.282262;331;2383200
1575978018.284239;366;2635200
1575978019.287321;319;2296800
1575978020.294470;281;2023200
1575978021.302337;265;1908000
1575978022.307668;171;1231200
1575978023.312166;281;2023200
1575978024.315886;6;43200
1575978025.324317;424;3052800
1575978026.328328;231;1663200
1575978027.340368;240;1728000
1575978028.344303;236;1699200
1575978029.349438;232;1670400
1575978030.391184;124;892800
1575978031.393283;0;0
1575978032.394378;492;3542400
1575978033.398304;162;1166400
1575978034.408349;122;878400
1575978035.421314;142;1022400
1575978036.423348;180;1296000
1575978037.423361;225;1620000
1575978038.431506;258;1857600
1575978039.432482;243;1749600
1575978040.438479;252;1814400
1575978041.444534;262;1886400
1575978042.447532;283;2037600
1575978043.455678;230;1656000
1575978044.459610;229;1648800
1575978045.461466;234;1684800
1575978046.466507;168;1209600
1575978047.472549;172;1238400
1575978048.473571;154;1108800
1575978049.478663;145;1044000
1575978050.489675;149;1072800
1575978051.490611;167;1202400
1575978052.494683;183;1317600
1575978053.497810;195;1404000
1575978054.500880;202;1454400
1575978055.501623;226;1627200
1575978056.506668;167;1202400
1575978057.512890;236;1699200
1575978058.517848;214;1540800
1575978059.524735;228;1641600
1575978060.525767;226;1627200
1575978061.527680;235;1692000
1575978062.537763;215;1548000
1575978063.547816;182;1310400
1575978064.549872;184;1324800
1575978065.552768;172;1238400
1575978066.611903;134;964800
1575978067.706403;6;43200
1575978068.718847;61;439200
1575978069.738758;80;576000
1575978070.751572;53;381600
1575978071.769935;52;374400
1575978072.857835;43;309600
1575978073.859880;0;0
1575978074.861941;0;0
1575978075.897536;6;43200
1575978076.899698;0;0
1575978077.901791;0;0
1575978078.903899;0;0
1575978079.905955;0;0
1575978080.908024;0;0
1575978081.910092;0;0
1575978082.912210;0;0
1575978083.914233;0;0
1575978084.916368;0;0
1575978085.918432;0;0
1575978086.930817;0;0
1575978087.932873;0;0
1575978088.934898;0;0
1575978089.937019;0;0
1575978090.939229;0;0
1575978091.941438;0;0
1575978092.943545;0;0
1575978093.945639;0;0
1575978094.947676;0;0
1575978095.949746;0;0
1575978096.951853;0;0
1575978097.953887;0;0
1575978098.956002;0;0
1575978099.958107;0;0
1575978100.960185;0;0
1575978101.962257;0;0
1575978102.964376;0;0
1575978103.966620;0;0
1575978104.968766;0;0
1575978105.970837;0;0
1575978106.983489;0;0
1575978107.985530;0;0
1575978108.987876;0;0
1575978109.989927;0;0
1575978110.992073;0;0
1575978111.994200;0;0
1575978112.996427;0;0
1575978113.998640;0;0
1575978115.000978;0;0
1575978116.003233;0;0
1575978117.005308;0;0
1575978118.007346;0;0
1575978119.009458;0;0
1575978120.011679;0;0
1575978121.013769;0;0
1575978122.015837;0;0
1575978123.017919;0;0
1575978124.020035;0;0
1575978125.022115;0;0
1575978126.024171;0;0
1575978127.035698;0;0
1575978128.037791;0;0
1575978129.039868;0;0
1575978130.041994;0;0
1575978131.044140;0;0
1575978132.046260;0;0
1575978133.048376;0;0
1575978134.050488;0;0
1575978135.052674;0;0
1575978136.054880;0;0
1575978137.057020;0;0
1575978138.059168;0;0
1575978139.061282;0;0
1575978140.063401;0;0
1575978141.065630;0;0
1575978142.067869;0;0
1575978143.070051;0;0
1575978144.072115;0;0
1575978145.074280;0;0
1575978146.076664;0;0
1575978147.081714;17;122400
1575978148.110503;120;864000
1575978149.164477;123;885600
1575978150.197476;146;1051200
1575978151.199370;164;1180800
1575978152.204417;143;1029600
1575978153.249527;138;993600
1575978154.273573;147;1058400
1575978155.313541;147;1058400
1575978156.346680;147;1058400
1575978157.384600;95;684000
1575978158.385516;148;1065600
1575978159.386574;141;1015200
1575978160.419801;146;1051200
1575978161.432630;269;1936800
1575978162.434945;349;2512800
1575978163.450885;373;2685600
1575978164.453748;399;2872800
1575978165.464941;389;2800800
1575978166.490769;353;2541600
1575978167.491764;366;2635200
1575978168.496871;349;2512800
1575978169.547855;344;2476800
1575978170.551738;421;3031200
1575978171.554763;317;2282400
1575978172.575892;413;2973600
1575978173.615916;407;2930400
1575978174.654970;365;2628000
1575978175.658779;373;2685600
1575978176.664016;389;2800800
1575978177.734379;331;2383200
1575978178.735762;311;2239200
1575978179.766731;322;2318400
1575978180.767935;387;2786400
1575978181.781065;285;2052000
1575978182.788935;336;2419200
1575978183.789852;288;2073600
1575978184.858239;247;1778400
1575978185.920356;149;1072800
1575978186.923082;175;1260000
1575978188.012041;9;64800
1575978189.014114;0;0
1575978190.016230;0;0
1575978191.023132;2;14400
1575978192.033858;1;7200
1575978193.071348;2;14400
1575978194.087873;1;7200
1575978195.182555;2;14400
1575978196.243094;1;7200
1575978197.261264;2;14400
1575978198.321691;1;7200
1575978199.354218;1;7200
1575978200.361444;2;14400
1575978201.412044;1;7200
1575978202.444700;1;7200
1575978203.461629;2;14400
1575978204.551189;1;7200
1575978205.575763;2;14400
1575978206.634329;1;7200
1575978207.648248;474;3412800
1575978208.652287;34;244800
1575978209.655379;51;367200
1575978210.659400;71;511200
1575978211.706338;99;712800
1575978212.746481;129;928800
1575978213.747469;155;1116000
1575978214.751460;145;1044000
1575978215.753432;152;1094400
1575978216.754553;136;979200
