time;RSSI;RSRP;SINR;RSRQ;TX POWER;PCC RXD RSRP;PCC RXD RSSI;PCC RXM RSRP;PCC RXM RSSI;SCC RXD RSRP;SCC RXD RSSI;SCC RXM RSRP;SCC RXM RSSI;BAND;BW;RX CHAN;TX CHAN;SCELL BAND;SCELL BW;SCELL CHAN;CELLID;TAC;IP;network;interface
1575986634.041;-58.0;-95.0;-9.6;-20.0;14.0;-140.0;-98.0;-95.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;26170112;7;10.150.229.83;Telekom;lte_tmobile
1575986634.287;-58.0;-95.0;-7.4;-20.0;13.0;-140.0;-98.0;-95.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;26170112;7;10.150.229.83;Telekom;lte_tmobile
1575986634.532;-58.0;-95.0;-7.8;-20.0;0.0;-140.0;-98.0;-95.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;26170112;7;10.150.229.83;Telekom;lte_tmobile
1575986634.697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nan;nan;nan;nan;No band;1.4 MHz;0;4294967295;;;;4294967295;65535;10.150.229.83;Telekom;lte_tmobile
1575986634.739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nan;nan;nan;nan;No band;1.4 MHz;0;4294967295;;;;4294967295;65535;10.150.229.83;Telekom;lte_tmobile
1575986634.781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nan;nan;nan;nan;No band;1.4 MHz;0;4294967295;;;;4294967295;65535;10.150.229.83;Telekom;lte_tmobile
1575986634.823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nan;nan;nan;nan;No band;1.4 MHz;0;4294967295;;;;4294967295;65535;10.150.229.83;Telekom;lte_tmobile
1575986634.866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nan;nan;nan;nan;No band;1.4 MHz;0;4294967295;;;;4294967295;65535;10.150.229.83;Telekom;lte_tmobile
1575986634.969;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nan;nan;nan;nan;B20;10 MHz;0;4294967295;;;;4294967295;65535;10.150.229.83;Telekom;lte_tmobile
1575986635.011;-58.0;-91.0;-3.4;-15.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.054;-58.0;-91.0;-3.4;-15.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.096;-58.0;-91.0;-3.4;-15.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.138;-58.0;-91.0;-4.6;-15.9;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.242;-58.0;-91.0;-4.6;-15.9;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.286;-58.0;-91.0;-4.6;-15.9;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.369;-57.0;-91.0;-4.0;-16.4;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;4294967295;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.411;-57.0;-91.0;-4.0;-16.4;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.454;-57.0;-91.0;-4.0;-16.4;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.558;-57.0;-91.0;-4.0;-16.4;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.601;-57.0;-91.0;-4.0;-16.4;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.644;-57.0;-91.0;-4.0;-16.4;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.687;-57.0;-91.0;-4.0;-16.4;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.729;-57.0;-91.0;-4.0;-16.4;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.833;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.886;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.929;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986635.972;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.014;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.118;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.161;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.204;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.258;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.301;-57.0;-91.0;-6.4;-16.5;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.405;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.448;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.491;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.533;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;4294967295;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.576;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.680;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.723;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.766;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.809;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.851;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.955;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986636.998;-57.0;-91.0;-5.6;-17.3;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.041;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.084;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.137;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.251;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.294;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.337;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.380;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.422;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.526;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.569;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.611;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.654;-57.0;-91.0;-5.8;-17.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.698;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.802;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.844;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.887;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.930;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986637.972;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.076;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.119;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.162;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.204;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.247;-57.0;-91.0;-5.8;-17.6;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.352;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.395;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.437;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.480;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.523;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.627;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.670;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.723;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.765;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.808;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.912;-57.0;-91.0;-5.8;-17.7;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.955;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986638.997;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.040;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.083;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.187;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.240;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.282;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.336;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.389;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.493;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.536;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.579;-57.0;-91.0;-6.0;-17.3;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.621;-56.0;-91.0;-5.0;-17.6;0.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.664;-56.0;-91.0;-5.0;-17.6;0.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.769;-56.0;-91.0;-5.0;-17.6;0.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.822;-56.0;-91.0;-5.0;-17.6;0.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.874;-56.0;-91.0;-5.0;-17.6;0.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.927;-56.0;-91.0;-5.0;-17.6;0.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986639.980;-56.0;-91.0;-5.0;-17.6;0.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.094;-56.0;-91.0;-5.0;-17.6;23.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.137;-56.0;-91.0;-5.0;-17.6;0.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.180;-56.0;-91.0;-5.0;-17.6;0.0;-140.0;-98.0;-91.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.223;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.266;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.370;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.423;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.476;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.519;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.562;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.666;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.708;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.752;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.794;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.837;-58.0;-91.0;-6.2;-16.7;0.0;-140.0;-98.0;-91.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.941;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986640.984;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.027;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.069;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.112;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.226;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.269;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.332;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;4294967295;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.375;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.419;-57.0;-91.0;-5.2;-16.9;0.0;-140.0;-98.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.523;-57.0;-91.0;-5.8;-17.0;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.565;-57.0;-91.0;-5.8;-17.0;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.608;-57.0;-91.0;-5.8;-17.0;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.651;-57.0;-91.0;-5.8;-17.0;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
1575986641.694;-57.0;-91.0;-5.8;-17.0;0.0;-140.0;-97.0;-91.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;28955392;7;10.150.229.83;Telekom;lte_tmobile
