time;RSSI;RSRP;SINR;RSRQ;TX POWER;PCC RXD RSRP;PCC RXD RSSI;PCC RXM RSRP;PCC RXM RSSI;SCC RXD RSRP;SCC RXD RSSI;SCC RXM RSRP;SCC RXM RSSI;BAND;BW;RX CHAN;TX CHAN;SCELL BAND;SCELL BW;SCELL CHAN;CELLID;TAC;IP;network;interface
1575983775.582;-78.0;-101.0;17.8;-7.2;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983775.827;-78.0;-101.0;17.8;-7.3;21.0;-140.0;-94.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983776.134;-80.0;-101.0;17.4;-7.4;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983776.380;-79.0;-101.0;17.8;-7.4;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983776.625;-80.0;-101.0;17.0;-7.2;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983776.871;-79.0;-102.0;16.6;-7.2;21.0;-140.0;-95.0;-102.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983777.116;-78.0;-102.0;17.2;-7.3;21.0;-140.0;-95.0;-102.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983777.423;-78.0;-101.0;17.8;-7.4;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983777.669;-79.0;-101.0;17.2;-7.3;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983777.914;-79.0;-101.0;17.6;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983778.160;-80.0;-101.0;17.4;-7.2;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983778.406;-79.0;-101.0;17.2;-7.2;12.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983778.713;-80.0;-101.0;17.6;-7.1;21.0;-140.0;-95.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983778.958;-77.0;-101.0;16.8;-6.9;21.0;-140.0;-94.0;-101.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983779.204;-80.0;-101.0;17.6;-7.0;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983779.449;-79.0;-101.0;16.2;-7.1;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983779.695;-78.0;-101.0;16.8;-7.1;21.0;-140.0;-94.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983780.002;-79.0;-101.0;17.6;-7.3;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983780.248;-79.0;-101.0;17.0;-7.1;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983780.493;-76.0;-101.0;17.0;-7.3;21.0;-140.0;-94.0;-101.0;-76.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983780.739;-76.0;-101.0;18.0;-7.1;21.0;-140.0;-94.0;-101.0;-76.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983780.984;-79.0;-101.0;17.6;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983781.291;-79.0;-101.0;17.8;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983781.536;-79.0;-101.0;17.0;-7.1;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983781.782;-80.0;-101.0;17.8;-7.3;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983782.028;-79.0;-101.0;17.4;-7.2;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983782.274;-80.0;-101.0;17.0;-7.2;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983782.581;-76.0;-101.0;17.8;-7.3;21.0;-140.0;-94.0;-101.0;-76.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983782.826;-79.0;-101.0;17.4;-7.2;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983783.073;-78.0;-101.0;17.8;-7.3;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983783.319;-79.0;-101.0;17.4;-7.1;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983783.564;-79.0;-102.0;17.2;-7.1;21.0;-140.0;-94.0;-102.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983783.871;-79.0;-101.0;17.0;-7.3;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983784.116;-78.0;-101.0;17.4;-7.1;21.0;-140.0;-94.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983784.362;-80.0;-101.0;17.8;-7.2;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983784.617;-78.0;-100.0;17.6;-7.2;21.0;-140.0;-94.0;-100.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983784.863;-79.0;-102.0;17.0;-7.1;21.0;-140.0;-95.0;-102.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983785.171;-78.0;-102.0;17.4;-7.3;21.0;-140.0;-94.0;-102.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983785.417;-79.0;-101.0;16.4;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983785.663;-79.0;-101.0;17.2;-7.4;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983785.908;-80.0;-101.0;16.6;-7.3;21.0;-140.0;-95.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983786.154;-80.0;-102.0;16.6;-7.2;21.0;-140.0;-94.0;-102.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983786.461;-80.0;-101.0;17.0;-7.2;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983786.707;-79.0;-101.0;17.4;-7.3;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983786.952;-79.0;-101.0;18.0;-7.3;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983787.198;-79.0;-101.0;18.0;-7.1;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983787.444;-79.0;-101.0;17.8;-7.1;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983787.750;-76.0;-101.0;17.2;-7.1;21.0;-140.0;-94.0;-101.0;-76.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983787.996;-79.0;-101.0;17.2;-7.3;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983788.242;-78.0;-101.0;17.4;-7.3;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983788.487;-78.0;-101.0;17.2;-7.2;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983788.733;-77.0;-101.0;16.6;-7.2;21.0;-140.0;-94.0;-101.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983789.040;-77.0;-101.0;17.2;-7.2;21.0;-140.0;-94.0;-101.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983789.286;-79.0;-101.0;17.4;-7.3;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983789.531;-80.0;-101.0;17.4;-7.3;21.0;-140.0;-95.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983789.776;-78.0;-101.0;17.6;-7.3;13.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983790.022;-80.0;-101.0;17.2;-7.2;21.0;-140.0;-95.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983790.330;-80.0;-101.0;16.8;-7.2;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983790.576;-79.0;-101.0;16.6;-7.2;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983790.821;-77.0;-101.0;16.6;-7.3;21.0;-140.0;-94.0;-101.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983791.067;-79.0;-101.0;16.6;-7.3;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983791.313;-77.0;-101.0;16.4;-7.1;21.0;-140.0;-94.0;-101.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983791.620;-80.0;-101.0;17.0;-7.2;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983791.865;-79.0;-101.0;16.6;-7.2;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983792.111;-78.0;-101.0;16.8;-7.2;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983792.357;-78.0;-101.0;16.8;-7.3;21.0;-140.0;-94.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983792.602;-78.0;-101.0;17.4;-7.1;21.0;-140.0;-94.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983792.909;-80.0;-101.0;16.8;-7.2;21.0;-140.0;-95.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983793.155;-78.0;-101.0;17.0;-7.2;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983793.401;-77.0;-101.0;17.4;-7.2;21.0;-140.0;-94.0;-101.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983793.647;-79.0;-101.0;17.0;-7.3;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983793.892;-80.0;-101.0;17.6;-7.1;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983794.199;-78.0;-102.0;17.4;-7.2;21.0;-140.0;-94.0;-102.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983794.445;-79.0;-101.0;18.2;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983794.691;-79.0;-101.0;17.0;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983794.936;-78.0;-101.0;17.4;-7.2;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983795.181;-78.0;-101.0;17.0;-7.1;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983795.489;-79.0;-102.0;16.6;-7.1;21.0;-140.0;-95.0;-102.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983795.734;-78.0;-102.0;17.8;-7.3;21.0;-140.0;-94.0;-102.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983795.980;-80.0;-102.0;17.8;-7.3;21.0;-140.0;-94.0;-102.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983796.226;-80.0;-101.0;17.6;-7.4;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983796.471;-79.0;-102.0;17.0;-7.2;21.0;-140.0;-95.0;-102.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983796.778;-78.0;-102.0;17.2;-7.2;21.0;-140.0;-94.0;-102.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983797.024;-79.0;-101.0;17.4;-7.3;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983797.269;-80.0;-101.0;16.6;-7.3;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983797.515;-80.0;-102.0;16.6;-7.3;21.0;-140.0;-94.0;-102.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983797.761;-80.0;-101.0;16.6;-7.3;21.0;-140.0;-95.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983798.068;-80.0;-102.0;17.0;-7.3;21.0;-140.0;-94.0;-102.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983798.313;-79.0;-102.0;17.2;-7.3;21.0;-140.0;-94.0;-102.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983798.559;-79.0;-102.0;16.6;-7.4;21.0;-140.0;-94.0;-102.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983798.805;-77.0;-102.0;16.6;-7.4;21.0;-140.0;-95.0;-102.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983799.050;-79.0;-102.0;17.0;-7.4;21.0;-140.0;-94.0;-102.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983799.356;-80.0;-101.0;17.4;-7.4;21.0;-140.0;-95.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983799.602;-78.0;-101.0;16.4;-7.3;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983799.860;-80.0;-101.0;18.0;-7.4;14.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983800.105;-78.0;-101.0;17.0;-7.0;21.0;-140.0;-94.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983800.350;-80.0;-101.0;17.6;-7.1;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983800.657;-79.0;-101.0;17.8;-7.3;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983800.903;-79.0;-101.0;17.2;-7.1;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983801.148;-80.0;-101.0;17.0;-7.3;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983801.394;-80.0;-101.0;16.6;-7.2;21.0;-140.0;-94.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983801.640;-79.0;-101.0;17.0;-7.3;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983801.947;-79.0;-101.0;17.2;-7.4;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983802.192;-80.0;-101.0;17.0;-7.3;21.0;-140.0;-95.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983802.438;-78.0;-101.0;17.2;-7.4;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983802.684;-78.0;-101.0;17.6;-7.3;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983802.929;-77.0;-101.0;18.0;-7.3;21.0;-140.0;-94.0;-101.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983803.236;-79.0;-101.0;17.2;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983803.482;-79.0;-101.0;16.8;-7.1;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983803.728;-79.0;-101.0;17.2;-7.3;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983803.973;-79.0;-101.0;17.4;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983804.218;-79.0;-101.0;17.4;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983804.526;-79.0;-101.0;17.8;-7.3;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983804.772;-79.0;-101.0;18.4;-7.0;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983805.017;-76.0;-101.0;18.2;-7.2;21.0;-140.0;-95.0;-101.0;-76.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983805.263;-79.0;-101.0;18.2;-7.1;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983805.508;-79.0;-101.0;18.2;-7.2;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983805.815;-77.0;-101.0;18.4;-7.2;21.0;-140.0;-95.0;-101.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983806.061;-79.0;-100.0;18.2;-7.0;21.0;-140.0;-94.0;-100.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983806.306;-79.0;-101.0;17.8;-7.2;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983806.552;-77.0;-100.0;17.8;-7.2;21.0;-140.0;-95.0;-100.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983806.798;-77.0;-100.0;17.8;-7.2;21.0;-140.0;-95.0;-100.0;-77.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983807.104;-79.0;-101.0;17.8;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983807.350;-79.0;-101.0;17.6;-7.0;21.0;-140.0;-94.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983807.595;-78.0;-101.0;16.8;-7.2;21.0;-140.0;-95.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983807.841;-79.0;-101.0;16.6;-7.2;21.0;-140.0;-95.0;-101.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983808.087;-79.0;-102.0;16.8;-7.4;21.0;-140.0;-94.0;-102.0;-79.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983808.394;-80.0;-101.0;17.0;-7.2;21.0;-140.0;-95.0;-101.0;-80.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
1575983808.639;-78.0;-101.0;16.6;-7.1;21.0;-140.0;-94.0;-101.0;-78.0;nan;nan;nan;nan;B3;20 MHz;1300;19300;;;;31189248;7;10.150.219.50;Telekom;lte_tmobile
